x,y,z
-5.168787735045481,-6.853322079131867,45.5319810611764
9.80225338548052,1.3057837707996751,22.003635617786518
-8.717875750924657,-7.028911651941547,21.383283844261666
-4.719627638966129,-7.012554472626322,32.41861573800622
6.676734640235664,6.057263188241722,35.12395671491275
10.679867151478025,9.722298180345643,4.558951577313853
-0.2639976753257957,-6.101118325089898,49.288597275505744
-10.569256425851535,12.320775286349479,0.7410328985107171
7.1382028080669935,-3.201165625499113,34.904033024066585
-10.34848094412972,-1.7021184225607373,15.379450345737657
8.843347758821087,8.93567006876651,19.342100770783812
-8.248118476232442,-7.102688973400637,24.66231071111295
