x,y,z
15.0,0.0,0.0
8.610537245355005,-9.51305540936513,5.994677608567348
-9.614668150018357,-10.450617010519576,14.360563907725659
-12.307394112446003,-9.522028373082662,15.674517454211708
-8.883961417118234,-10.584100123170291,17.49354864663795
8.241877725076648,-8.90537611123277,24.13959580836319
9.05272522790701,-8.790934663811885,24.563304391307042
11.240922953804422,3.3608411151489324,22.10520460739127
5.458955632312607,0.4265707640782143,38.97386942244023
5.77053374455968,3.662702391085741,38.6395188377835
5.428151459784344,-6.473909069464462,40.22977386801125
3.728296742600933,-4.052121521501749,45.74183947598317
-1.6483091813897432,-3.1881128051503254,43.299630686200345
4.426082412673135,2.103900996453315,49.10646820591872
7.081916360076772,3.6419341840287096,49.3479285327964
3.60721364896893,3.738820902723153,48.354110782468744
-11.306527271505155,7.639774048932208,21.97292068105065
