x,y,z
15.0,0.0,0.0
8.74403212680803,-6.040482694694838,14.103058393149132
0.3037068743872971,-10.38026705020501,28.27922780383316
-2.850568625801042,-6.518269452446421,30.246591291670192
-8.349063046498202,0.8930052549735505,40.2466275867194
-7.681268015702146,-3.977353884940921,48.58747842646663
2.3776195785361933,3.447471975262352,42.09227742053868
4.757271867476387,8.378478954309484,28.782062643577824
10.194207766364055,9.621294115350992,27.05522517813865
-3.64653202470097,11.59568466665294,18.120912862086445
-8.696895022142469,4.546714398779839,5.104871001033255
-10.166618892921695,-10.641556404307618,4.5097245143193625
-6.397693991630046,-11.512319224619002,19.212451738020157
-9.36533452949089,-9.202170807677808,20.971916424631775
-9.026564913514171,-8.369976667749773,22.786226238673866
-4.051379986083478,-4.760087166053391,33.959721878042664
-4.57708467420332,-7.303031888861436,34.8825304265041
