x,y,z
15.0,0.0,0.0
8.241877725076648,-8.90537611123277,24.13959580836319
7.081916360076772,3.6419341840287096,49.3479285327964
5.77053374455968,3.662702391085741,38.6395188377835
8.610537245355005,-9.51305540936513,5.994677608567348
-8.883961417118234,-10.584100123170291,17.49354864663795
-1.6483091813897432,-3.1881128051503254,43.299630686200345
5.458955632312607,0.42657076407821437,38.97386942244023
-11.306527271505155,7.639774048932208,21.97292068105065
3.728296742600933,-4.052121521501749,45.74183947598317
5.428151459784344,-6.473909069464462,40.22977386801125
-12.307394112446003,-9.522028373082662,15.674517454211708
11.240922953804422,3.3608411151489324,22.10520460739127
