x,y,z
-13.180095643906224,-0.5894411757322982,11.683054665233975
-10.53652127006108,-11.34058868428395,20.840032528618774
-10.577682809488852,-0.8239393334088656,29.618400429414244
-8.181361622394736,-9.236751815159735,36.5000244431597
-8.547992053414589,-1.1609476677641408,43.097431378628094
-6.321123413127782,-7.693442579153391,48.27001836602552
0.6679951312246654,-8.698795901879153,43.213021643441394
8.706563414380895,-0.6673492591461443,43.097431378628094
7.693442579153391,6.321123413127783,48.27001836602552
1.1627972721567574,8.539595010835583,43.213021643441394
-7.121320343515039,7.121320343570515,48.27001836602552
-7.121320343570514,7.121320343515039,48.27001836602552
-8.775781067507857,8.77570961951232,36.5000244431597
-8.77570961951232,8.775781067507857,36.5000244431597
0.8252320550089101,10.567174152996577,29.772202352017064
9.236751815159735,8.181361622394736,36.5000244431597
10.6446743653668,-0.5365591014958331,29.618400429414244
11.34058868428395,10.53652127006108,20.840032528618774
0.5903390437167944,13.166421585856959,11.887747568438295
-10.976962922641478,10.977027764392107,20.840032528618774
-10.977027764392105,10.976962922641478,20.840032528618774
0.53711977912593,-10.634433285309985,29.772202352017064
0.42530817435398727,-13.194777522741905,11.887747568438295
13.20833889314254,-0.42483746219019897,11.683054665233975
